Playlist,Alya,Order,YouTube Tags,Tag Count,Char Count,Usage %
מקץ,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, מקץ, Genesis, Bereishit, Miketz, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,176,35.2%
מקץ,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, מקץ, Genesis, Bereishit, Miketz, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,176,35.2%
מקץ,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, מקץ, Genesis, Bereishit, Miketz, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,177,35.4%
ויגש,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויגש, Genesis, Bereishit, Vayigash, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
ויגש,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויגש, Genesis, Bereishit, Vayigash, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,176,35.2%
ויגש,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויגש, Genesis, Bereishit, Vayigash, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,180,36.0%
ויגש,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויגש, Genesis, Bereishit, Vayigash, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
ויגש,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויגש, Genesis, Bereishit, Vayigash, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,181,36.2%
ויגש,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויגש, Genesis, Bereishit, Vayigash, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
ויגש,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויגש, Genesis, Bereishit, Vayigash, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
ויגש,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויגש, Genesis, Bereishit, Vayigash, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
ויגש,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויגש, Genesis, Bereishit, Vayigash, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,180,36.0%
ויחי,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויחי, Genesis, Bereishit, Vayechi, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
ויחי,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויחי, Genesis, Bereishit, Vayechi, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,175,35.0%
ויחי,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויחי, Genesis, Bereishit, Vayechi, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
ויחי,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויחי, Genesis, Bereishit, Vayechi, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
ויחי,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויחי, Genesis, Bereishit, Vayechi, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,180,36.0%
ויחי,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויחי, Genesis, Bereishit, Vayechi, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,177,35.4%
ויחי,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויחי, Genesis, Bereishit, Vayechi, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
ויחי,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויחי, Genesis, Bereishit, Vayechi, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
ויחי,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, בראשית, ויחי, Genesis, Bereishit, Vayechi, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,179,35.8%
שמות,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, שמות, Exodus, Shemot, Shemot, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,171,34.2%
שמות,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, שמות, Exodus, Shemot, Shemot, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,168,33.6%
שמות,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, שמות, Exodus, Shemot, Shemot, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,172,34.4%
שמות,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, שמות, Exodus, Shemot, Shemot, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,171,34.2%
שמות,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, שמות, Exodus, Shemot, Shemot, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,173,34.6%
שמות,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, שמות, Exodus, Shemot, Shemot, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,170,34.0%
שמות,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, שמות, Exodus, Shemot, Shemot, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,171,34.2%
שמות,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, שמות, Exodus, Shemot, Shemot, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,171,34.2%
שמות,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, שמות, Exodus, Shemot, Shemot, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,172,34.4%
וארא,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, וארא, Exodus, Shemot, Vaera, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,170,34.0%
וארא,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, וארא, Exodus, Shemot, Vaera, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,167,33.4%
וארא,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, וארא, Exodus, Shemot, Vaera, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,171,34.2%
וארא,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, וארא, Exodus, Shemot, Vaera, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,170,34.0%
וארא,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, וארא, Exodus, Shemot, Vaera, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,172,34.4%
וארא,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, וארא, Exodus, Shemot, Vaera, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,169,33.8%
וארא,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, וארא, Exodus, Shemot, Vaera, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,170,34.0%
וארא,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, וארא, Exodus, Shemot, Vaera, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,170,34.0%
וארא,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, וארא, Exodus, Shemot, Vaera, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,171,34.2%
בא,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בא, Exodus, Shemot, Bo, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,165,33.0%
בא,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בא, Exodus, Shemot, Bo, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,162,32.4%
בא,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בא, Exodus, Shemot, Bo, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,166,33.2%
בא,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בא, Exodus, Shemot, Bo, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,165,33.0%
בא,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בא, Exodus, Shemot, Bo, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,167,33.4%
בא,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בא, Exodus, Shemot, Bo, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,164,32.8%
בא,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בא, Exodus, Shemot, Bo, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,165,33.0%
בא,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בא, Exodus, Shemot, Bo, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,165,33.0%
בא,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בא, Exodus, Shemot, Bo, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,166,33.2%
בשלח,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בשלח, Exodus, Shemot, Beshalach, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
בשלח,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בשלח, Exodus, Shemot, Beshalach, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,171,34.2%
בשלח,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בשלח, Exodus, Shemot, Beshalach, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,175,35.0%
בשלח,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בשלח, Exodus, Shemot, Beshalach, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
בשלח,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בשלח, Exodus, Shemot, Beshalach, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,176,35.2%
בשלח,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בשלח, Exodus, Shemot, Beshalach, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,173,34.6%
בשלח,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בשלח, Exodus, Shemot, Beshalach, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
בשלח,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בשלח, Exodus, Shemot, Beshalach, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
בשלח,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, בשלח, Exodus, Shemot, Beshalach, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,175,35.0%
יתרו,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, יתרו, Exodus, Shemot, Yitro, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,170,34.0%
יתרו,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, יתרו, Exodus, Shemot, Yitro, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,167,33.4%
יתרו,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, יתרו, Exodus, Shemot, Yitro, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,171,34.2%
יתרו,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, יתרו, Exodus, Shemot, Yitro, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,170,34.0%
יתרו,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, יתרו, Exodus, Shemot, Yitro, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,172,34.4%
יתרו,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, יתרו, Exodus, Shemot, Yitro, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,169,33.8%
יתרו,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, יתרו, Exodus, Shemot, Yitro, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,170,34.0%
יתרו,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, יתרו, Exodus, Shemot, Yitro, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,170,34.0%
יתרו,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, יתרו, Exodus, Shemot, Yitro, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,171,34.2%
משפטים,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, משפטים, Exodus, Shemot, Mishpatim, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,176,35.2%
משפטים,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, משפטים, Exodus, Shemot, Mishpatim, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,173,34.6%
משפטים,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, משפטים, Exodus, Shemot, Mishpatim, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,177,35.4%
משפטים,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, משפטים, Exodus, Shemot, Mishpatim, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,176,35.2%
משפטים,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, משפטים, Exodus, Shemot, Mishpatim, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,178,35.6%
משפטים,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, משפטים, Exodus, Shemot, Mishpatim, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,175,35.0%
משפטים,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, משפטים, Exodus, Shemot, Mishpatim, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,176,35.2%
משפטים,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, משפטים, Exodus, Shemot, Mishpatim, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,176,35.2%
משפטים,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, משפטים, Exodus, Shemot, Mishpatim, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,177,35.4%
תרומה,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תרומה, Exodus, Shemot, Terumah, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,173,34.6%
תרומה,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תרומה, Exodus, Shemot, Terumah, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,170,34.0%
תרומה,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תרומה, Exodus, Shemot, Terumah, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
תרומה,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תרומה, Exodus, Shemot, Terumah, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,173,34.6%
תרומה,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תרומה, Exodus, Shemot, Terumah, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,175,35.0%
תרומה,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תרומה, Exodus, Shemot, Terumah, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,172,34.4%
תרומה,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תרומה, Exodus, Shemot, Terumah, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,173,34.6%
תרומה,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תרומה, Exodus, Shemot, Terumah, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,173,34.6%
תרומה,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תרומה, Exodus, Shemot, Terumah, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
תצוה,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תצוה, Exodus, Shemot, Tetzaveh, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,173,34.6%
תצוה,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תצוה, Exodus, Shemot, Tetzaveh, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,170,34.0%
תצוה,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תצוה, Exodus, Shemot, Tetzaveh, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
תצוה,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תצוה, Exodus, Shemot, Tetzaveh, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,173,34.6%
תצוה,חמישי,5,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תצוה, Exodus, Shemot, Tetzaveh, חמישי, Chamishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,175,35.0%
תצוה,שישי,6,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תצוה, Exodus, Shemot, Tetzaveh, שישי, Shishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,172,34.4%
תצוה,שביעי,7,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תצוה, Exodus, Shemot, Tetzaveh, שביעי, Shevii, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,173,34.6%
תצוה,מפטיר,8,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תצוה, Exodus, Shemot, Tetzaveh, מפטיר, Maftir, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,173,34.6%
תצוה,הפטרה,9,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, תצוה, Exodus, Shemot, Tetzaveh, הפטרה, Haftara, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
כי תשא,ראשון,1,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, כי תשא, Exodus, Shemot, Ki Tisa, ראשון, Rishon, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
כי תשא,שני,2,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, כי תשא, Exodus, Shemot, Ki Tisa, שני, Sheni, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,171,34.2%
כי תשא,שלישי,3,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, כי תשא, Exodus, Shemot, Ki Tisa, שלישי, Shlishi, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,175,35.0%
כי תשא,רביעי,4,"קריאה בתורה, טעמי המקרא, טעמים, Torah Reading, שמות, כי תשא, Exodus, Shemot, Ki Tisa, רביעי, Reviei, בר מצווה, Bar Mitzvah, בת מצווה, Bat Mitzvah, אשכנז, Ashkenaz, לימוד תורה",18,174,34.8%
